"Id","Hazard"
1088,4.05266
1089,7.29409
1090,3.97395
1093,4.54996
1094,4.17664
1095,4.70871
1096,4.53513
1097,4.30316
1098,4.01226
1103,4.19432
1104,3.3858
1109,3.33949
1110,4.08967
1111,5.87797
1113,3.08001
1114,2.79403
1115,3.02582
1117,3.60479
1118,1.59508
1121,4.36692
1122,3.24126
1124,4.12533
1125,1.97262
1126,5.45306
1127,3.11536
1128,4.35383
1130,2.61651
1132,4.76732
1135,4.71046
1136,3.56668
1139,8.15014
1140,3.94625
1141,3.63774
1147,4.15026
1150,5.02324
1152,4.51978
1154,4.3384
1157,2.14416
1158,3.20696
1160,5.35525
1162,4.08656
1163,2.75512
1164,4.11559
1171,4.20821
1173,2.88355
1174,4.86039
1176,3.32129
1178,4.5552
1182,4.52531
1185,3.90969
1188,2.99657
1189,1.99859
1192,5.07696
1194,3.12052
1195,4.33997
1199,3.69864
1200,2.70526
1203,4.14123
1204,6.40201
1206,4.71872
1209,3.72142
1214,4.85041
1215,3.98857
1217,2.65194
1219,5.41547
1220,4.67606
1221,2.72567
1222,5.40746
1223,2.25816
1225,4.56099
1226,2.16881
1228,4.14422
1229,3.83078
1231,2.67123
1233,3.01918
1234,3.32571
1235,1.8249
1236,4.89907
1238,5.39899
1240,5.22161
1241,4.47245
1242,7.07249
1244,3.00835
1245,2.6137
1248,3.36607
1250,3.86944
1251,3.41063
1252,4.80456
1253,5.56563
1255,2.47093
1258,4.13474
1261,4.31069
1262,3.82622
1267,3.54048
1268,3.05211
1270,2.99431
1271,4.88306
1274,4.36085
1275,2.74941
1276,4.8802
1277,3.09356
1279,3.56289
1280,5.87836
1281,3.47413
1282,5.20687
1285,4.0676
1289,2.70484
1293,2.46818
1294,5.55771
1295,4.64078
1296,4.1945
1298,5.53607
1300,3.72616
1301,3.19127
1302,2.61607
1303,2.65037
1304,5.95351
1306,3.84868
1308,6.06198
1311,3.95727
1312,2.16128
1313,4.7357
1314,4.24613
1315,3.36239
1316,2.72008
1317,4.45114
1319,3.80928
1320,3.39129
1321,3.8901
1322,5.21894
1324,2.90791
1326,3.89476
1327,4.23669
1328,1.92748
1329,3.66394
1330,6.06936
1332,3.62724
1333,6.45292
1334,4.92084
1335,2.88234
1336,3.46538
1339,3.06708
1344,2.8844
1346,5.12221
1350,2.82356
1351,4.70665
1352,2.45795
1354,2.37241
1356,2.15958
1358,4.53508
1359,5.13179
1361,2.49915
1363,3.06404
1364,3.65611
1366,3.49117
1368,4.4011
1370,2.284
1371,2.22995
1374,3.88122
1375,3.10521
1376,3.93629
1377,3.3685
1379,4.74489
1380,4.21541
1382,2.38632
1384,4.10932
1387,5.52069
1388,6.74347
1393,4.20492
1395,2.55094
1396,4.49132
1398,4.4324
1399,3.25172
1401,2.78784
1403,2.91312
1404,3.7653
1405,6.53618
1408,4.45051
1409,4.06212
1411,3.47582
1413,4.96584
1414,4.08966
1415,3.74307
1417,2.8613
1419,3.4994
1421,4.31544
1423,4.15239
1427,8.56662
1429,3.38041
1430,4.23515
1433,4.43666
1434,3.66889
1436,4.51538
1438,4.1097
1441,2.19322
1443,4.95309
1447,3.94455
1451,3.64765
1457,4.28839
1459,3.50221
1460,3.59885
1462,3.56049
1464,4.64009
1466,3.25967
1467,2.92451
1469,3.64481
1472,3.60749
1475,3.28732
1476,2.51434
1479,4.63302
1480,4.24999
1483,5.13738
1484,3.54758
1485,4.6036
1488,2.61547
1490,3.64228
1492,4.56298
1493,4.69023
1495,4.14396
1496,3.92952
1499,1.97312
1502,3.26743
1503,3.64309
1505,2.39688
1509,3.85316
1510,3.46527
1511,6.54894
1512,1.43316
1513,5.01551
1515,1.93028
1517,3.70212
1520,3.76078
1522,5.17899
1523,3.19033
1524,4.12759
1526,4.24461
1527,10.4629
1528,5.06767
1529,2.47361
1533,3.7674
1536,4.44564
1537,4.35216
1540,4.30205
1541,2.97025
1543,4.61592
1544,4.32972
1546,6.97385
1548,9.08532
1549,4.31872
1550,4.0273
1552,6.37855
1553,3.15011
1554,3.79651
1555,5.187
1560,3.57239
1564,2.91493
1567,3.57484
1570,1.40953
1571,4.44651
1573,3.58103
1575,4.23029
1576,4.32574
1579,2.39499
1580,2.9472
1582,1.42419
1583,4.67617
1586,2.69919
1587,3.8133
1590,4.15894
1591,2.79141
1595,3.43006
1597,4.7491
1602,7.42642
1603,3.17834
1604,1.26908
1605,4.57503
1606,4.75245
1607,3.79449
1610,4.4994
1611,3.01379
1614,5.00581
1617,3.98659
1619,4.36605
1623,4.09828
1625,3.86785
1626,4.5192
1627,2.75698
1632,4.5815
1633,3.40495
1634,3.7658
1635,4.1385
1636,4.98053
1638,3.96613
1639,2.41222
1641,3.61578
1644,7.27818
1645,4.26326
1649,3.24322
1650,3.86319
1651,2.86359
1653,4.90819
1654,3.70848
1656,4.10329
1657,3.12755
1658,3.53499
1659,4.07887
1660,3.36506
1661,4.04674
1663,1.89483
1664,3.22505
1666,3.45123
1667,4.20966
1668,3.90781
1669,3.00058
1670,4.35913
1671,2.7499
1672,2.11117
1678,5.30062
1682,3.1632
1683,3.40136
1687,4.20396
1689,4.19539
1690,2.87931
1692,2.78508
1693,3.58607
1696,3.26801
1698,3.78373
1700,7.8101
1702,4.50584
1704,3.4241
1706,2.22395
1707,4.29365
1710,4.90824
1711,3.24863
1712,3.56471
1717,3.34476
1721,4.04458
1722,2.90928
1723,9.91338
1725,2.8154
1729,4.01743
1730,4.66806
1732,4.02217
1733,3.29277
1735,3.09148
1737,4.05866
1739,3.33573
1740,4.06525
1741,3.04996
1742,4.92363
1744,5.71833
1746,2.77676
1752,2.88321
1753,3.58945
1754,6.27282
1757,2.72982
1759,3.30894
1760,5.37825
1761,6.77355
1762,3.01036
1763,3.33802
1765,4.8851
1766,3.76436
1767,3.50068
1769,2.65811
1770,1.52933
1771,4.64538
1772,4.31999
1774,3.51053
1775,12.8828
1778,5.43298
1780,4.22256
1781,4.84331
1782,5.11509
1785,1.35346
1788,4.16655
1790,3.8232
1791,1.98293
1792,3.93538
1793,4.24465
1795,7.23069
1796,4.40653
1798,2.40495
1799,5.47799
1801,4.8903
1803,3.98171
1805,3.39664
1806,5.11225
1811,4.25573
1817,2.64454
1820,2.90968
1824,3.91623
1827,5.18733
1828,4.31466
1829,3.16176
1831,4.39878
1832,3.11542
1833,3.61968
1834,4.08978
1835,4.87138
1839,4.24849
1840,2.57883
1842,4.28458
1844,2.91906
1845,3.74284
1847,5.05363
1848,4.67973
1851,4.96737
1852,4.7394
1853,3.53722
1857,4.60165
1860,4.02106
1861,3.72678
1863,7.61446
1864,4.39671
1865,3.5194
1867,4.61461
1868,5.49225
1870,5.09834
1871,4.44327
1873,4.03026
1875,2.59045
1876,4.8155
1878,4.49755
1881,3.50546
1883,3.80582
1884,7.19781
1885,3.53226
1887,4.39175
1888,3.08069
1889,3.41853
1890,3.68656
1892,4.07144
1895,2.46259
1896,2.7142
1899,2.60797
1901,3.82769
1907,6.69731
1908,4.572
1912,4.3914
1913,6.72324
1914,3.97468
1920,3.37713
1921,3.48087
1925,3.02078
1926,2.96765
1927,3.19238
1929,3.59692
1930,7.95723
1931,1.96358
1932,2.48031
1933,2.07641
1935,4.33168
1936,3.28582
1937,4.26803
1939,3.72018
1940,3.92744
1943,4.71757
1946,5.13072
1949,3.9841
1951,2.53219
1952,3.04992
1956,3.33139
1957,4.04922
1958,2.56294
1959,3.86485
1960,4.04332
1962,3.78534
1963,4.36718
1964,2.06655
1965,3.28045
1968,3.48411
1969,4.72947
1972,6.02581
1976,3.44775
1979,4.13651
1981,4.60908
1985,2.51151
1988,5.09701
1991,3.21676
1994,4.02848
1995,4.84583
1998,5.19715
2001,5.3566
2002,3.49114
2003,7.54948
2005,4.42023
2006,3.30555
2007,3.6357
2010,2.48513
2012,4.79142
2014,4.38263
2015,4.91607
2017,6.14384
2019,3.71441
2020,4.04225
2021,2.41827
2023,4.86552
2024,3.50655
2026,3.47324
2027,2.55735
2028,3.80405
2029,5.70236
2030,3.42626
2031,3.29033
2032,5.05669
2033,2.68058
2036,3.65896
2037,4.76502
2038,3.64461
2040,4.02194
2042,3.0686
2045,3.56261
2046,4.21583
2048,4.19801
2053,6.08648
2054,3.70102
2061,5.35583
2064,2.54003
2066,3.96435
2067,3.21706
2068,4.25885
2070,4.67159
2075,2.45611
2079,5.01944
2082,2.17944
2084,3.08187
2086,4.21221
2088,2.54998
2089,5.04745
2092,4.97056
2093,4.17035
2096,4.79731
2098,4.27119
2104,1.84281
2106,2.92036
2112,3.1096
2113,2.11854
2114,4.30594
2121,4.76651
2125,2.589
2130,2.34131
2131,4.63722
2134,1.95019
2141,3.11934
2143,3.03893
2146,3.4682
2147,3.55206
2148,6.42837
2151,3.21782
2155,2.8734
2156,3.75615
2158,4.13173
2159,3.73714
2160,3.84773
2164,4.31096
2165,3.5536
2166,3.0808
2170,4.57179
2171,2.02465
2173,2.97805
2175,4.72087
2176,2.91645
2177,3.85596
2178,5.02028
2179,6.21199
2182,3.54349
2187,3.73353
2188,3.69037
2193,3.1759
2194,4.15101
2197,3.79069
2199,4.01812
2200,4.60563
2202,2.50067
2203,4.04063
2206,2.80279
2207,5.00343
2209,3.86416
2216,5.06424
2218,2.96149
2219,3.49777
2221,5.28222
2222,4.29491
2223,3.13798
2228,5.69385
2232,2.85914
2233,3.11094
2234,4.1537
2235,3.0188
2236,3.96254
2237,2.3881
2238,4.87524
2239,4.24209
2241,3.6655
2243,3.62775
2244,2.67487
2245,3.83667
2250,3.41538
2251,3.55246
2252,2.72862
2254,4.99311
2258,2.20146
2263,3.24011
2265,6.89221
2266,4.03942
2267,3.1069
2268,3.66402
2270,4.33446
2275,3.62582
2276,2.27014
2279,4.40707
2281,3.30725
2284,3.53905
2289,3.41351
2290,9.08303
2292,3.03212
2293,3.5368
2294,3.03831
2301,3.70315
2302,3.2065
2303,5.49559
2305,4.69028
2306,3.39268
2308,3.74308
2309,5.51949
2310,4.48279
2312,3.77318
2313,4.64385
2314,4.59033
2316,3.04732
2317,4.16556
2320,3.6223
2321,3.35542
2322,5.02308
2323,4.12285
2324,3.17476
2328,2.8017
2329,4.40523
2332,6.87409
2333,6.90618
2334,4.02461
2335,3.1187
2336,2.6694
2337,4.77404
2338,3.47438
2343,4.20692
2345,2.37905
2349,3.37872
2350,3.9778
2351,2.72933
2352,6.52622
2354,3.21687
2356,7.27976
2358,3.17999
2360,4.49414
2362,4.0034
2364,6.38048
2366,2.87811
2369,2.96313
2370,4.4384
2371,3.48647
2372,3.5987
2377,2.00675
2378,4.36248
2380,3.42338
2382,2.76257
2385,3.84139
2387,3.62669
2388,3.43905
2389,3.54716
2392,4.58717
2396,4.54443
2398,3.22681
2401,3.33615
2402,2.15773
2404,7.639
2405,3.01692
2406,3.21816
2408,4.13998
2414,3.23211
2415,3.73345
2416,3.52459
2417,3.15025
2420,3.00632
2421,4.20591
2423,4.24454
2424,3.5797
2426,5.1593
2427,3.78956
2429,3.60142
2430,3.63206
2432,4.78669
2436,3.85708
2437,3.44398
2439,3.77318
2440,2.92116
2443,4.12266
2446,2.92934
2447,2.65147
2448,3.35755
2449,4.53151
2450,3.44424
2455,4.79579
2458,4.36479
2464,4.62195
2466,3.48744
2468,4.10792
2469,4.62324
2472,2.98839
2473,4.1551
2474,5.72628
2475,2.8462
2476,2.28567
2478,4.45608
2479,4.98977
2484,2.51548
2485,3.04026
2487,5.12109
2494,3.16101
2495,2.90812
2498,4.89525
2499,2.92945
2501,4.37185
2503,4.94712
2507,2.04048
2508,5.19212
2509,4.80849
2515,3.07993
2516,3.32483
2517,5.21172
2520,3.32869
2522,3.69078
2524,3.43345
2525,3.63898
2526,5.37279
2527,3.77764
2529,4.33589
2530,2.91166
2531,4.51433
2534,4.7111
2541,3.39328
2545,2.49984
2547,4.32766
2548,3.67333
2549,8.79985
2550,3.1293
2552,3.69188
2553,2.49846
2554,2.94296
2560,3.47051
2561,2.18004
2564,4.21222
2567,3.23248
2573,3.86865
2576,3.1622
2578,2.97299
2579,2.32906
2580,5.17703
2583,6.12621
2584,3.56928
2587,4.00584
2588,6.70093
2590,4.00761
2591,3.09243
2592,4.57012
2593,4.75138
2597,3.48972
2604,5.05991
2607,4.21201
2610,2.32111
2611,1.79463
2615,4.6864
2616,3.80842
2617,3.65228
2618,3.84293
2619,4.06999
2620,5.78851
2621,3.6456
2622,4.14396
2624,3.20706
2625,4.16329
2626,3.45836
2627,2.79579
2628,5.13031
2631,1.69374
2635,3.73301
2636,3.13109
2639,4.83279
2640,3.99582
2641,3.53772
2643,3.02357
2645,4.19257
2646,4.47612
2647,5.0933
2650,3.05853
2656,2.50243
2659,4.54752
2660,3.34828
2662,3.22501
2663,6.69402
2665,4.85683
2668,8.73145
2669,4.72596
2670,4.74521
2671,4.97938
2682,6.96348
2683,4.64138
2687,4.09723
2692,3.35253
2694,4.08491
2697,4.45877
2701,4.53337
2703,5.69011
2704,4.09042
2706,5.30189
2707,3.79749
2708,3.68366
2710,4.33344
2713,4.17141
2715,4.13721
2716,3.78385
2717,3.85416
2721,4.41987
2722,4.36109
2724,3.03715
2729,3.587
2730,3.84981
2731,3.65169
2734,5.11204
2735,3.19138
2736,4.59502
2739,2.92273
2741,2.1978
2742,4.36393
2744,3.86213
2747,4.33162
2748,5.01533
2750,4.0723
2752,3.18851
2754,4.06351
2756,4.12759
2757,4.18851
2758,5.02692
2763,3.54888
2764,4.53107
2765,3.79742
2767,3.27533
2768,3.25318
2772,3.41618
2773,3.66661
2774,5.62108
2776,4.71301
2777,3.71147
2778,7.58757
2782,4.28041
2783,3.07111
2785,3.99816
2787,3.48398
2791,4.84681
2793,3.90728
2795,5.04528
2797,4.89143
2799,6.09823
2800,4.83122
2801,3.89879
2802,3.64912
2805,2.46991
2806,3.07115
2808,3.16847
2809,6.90863
2812,4.31763
2815,6.77479
2821,2.55304
2822,2.92604
2825,4.18703
2827,3.33769
2828,4.00724
2829,3.81627
2832,4.44937
2834,4.01138
2836,4.36526
2838,4.43273
2839,4.94328
2842,3.74237
2844,1.86223
2847,3.87784
2851,5.05432
2854,4.16347
2857,4.18935
2858,3.53303
2859,3.44127
2860,2.13705
2861,4.25349
2862,4.54541
2864,2.74983
2865,4.03213
2866,2.98577
2868,2.57888
2869,2.65412
2871,3.262
2872,2.58872
2874,4.59682
2875,3.20133
2876,1.36114
2877,3.08391
2879,7.42656
2880,3.73913
2884,3.15702
2886,2.55489
2887,2.84102
2888,6.10552
2890,3.1864
2891,4.22911
2894,4.6277
2895,3.29376
2900,4.23377
2902,3.45332
2904,3.72232
2906,3.71047
2907,2.56186
2908,3.07912
2912,5.05609
2914,2.6453
2921,3.28832
2923,2.44629
2925,12.7067
2927,3.55937
2931,4.87253
2932,4.16712
2935,3.96192
2937,3.35983
2938,1.899
2946,3.49313
2947,3.56981
2948,4.2869
2949,3.17794
2953,4.35673
2958,4.82061
2959,3.63128
2963,2.70067
2964,6.82746
2968,4.37702
2972,3.26302
2973,3.21646
2975,2.74622
2976,3.91542
2979,4.28278
2980,2.22894
2981,4.27597
2982,4.13005
2983,6.76583
2987,3.66297
2989,2.83628
2991,4.01563
2992,4.93539
2999,4.88817
3002,6.67898
3003,5.72877
3008,3.66183
3009,2.61832
3013,4.31496
3014,3.12007
3015,4.35238
3017,3.13348
3019,3.97292
3023,7.99549
3026,3.45475
3027,4.31814
3029,1.57368
3031,4.35465
3032,5.50718
3033,4.96468
3038,4.51078
3039,5.01225
3043,2.92083
3046,5.58947
3047,2.92958
3049,5.89246
3050,5.32141
3052,4.79796
3057,4.21078
3058,5.69879
3059,4.36617
3060,2.81595
3063,3.97098
3065,6.03705
3066,2.46609
3069,1.90761
3071,2.75665
3073,5.09674
3074,2.30629
3079,3.74823
3080,4.55125
3081,4.20783
3082,3.04574
3084,5.21206
3086,2.364
3088,2.72401
3089,4.81842
3090,3.87769
3091,3.36477
3093,5.01577
3094,4.96613
3095,5.49714
3096,5.42907
3097,4.49525
3099,4.22841
3100,2.3173
3102,6.31883
3104,4.7228
3107,4.26842
3108,2.30545
3110,5.06963
3112,4.72822
3113,3.51678
3114,2.83068
3115,3.32661
3116,3.89912
3118,3.87893
3119,1.85302
3120,2.61135
3121,3.34485
3123,3.69086
3124,4.59574
3128,4.60398
3129,6.92361
3132,6.03341
3133,3.93738
3135,4.10977
3136,2.7203
3139,2.7184
3141,2.56265
3143,4.2015
3146,4.15514
3147,4.93055
3148,5.29895
3150,4.42859
3152,3.89
3154,3.66105
3155,2.20033
3156,6.44505
3159,4.07733
3160,3.88472
3162,4.05116
3164,4.97197
3165,5.26732
3167,3.22158
3168,1.49028
3169,5.68374
3171,2.86508
3173,3.50303
3174,3.78777
3175,3.99862
3176,4.58858
3179,4.39991
3180,3.00455
3181,2.66686
3183,3.02932
3184,3.3332
3186,2.37201
3189,3.64169
3190,2.9277
3192,2.74382
3195,4.93319
3196,5.41637
3201,3.84847
3204,5.95969
3206,3.85689
3207,4.4657
3208,3.10953
3209,2.33366
3213,7.18318
3214,4.49588
3217,3.59316
3218,4.85537
3219,1.94171
3221,5.11532
3222,3.51853
3225,4.33025
3226,4.23131
3227,0.797852
3228,4.2729
3229,2.98833
3230,4.09482
3231,4.1792
3235,6.99067
3239,3.90831
3241,4.1495
3244,4.18204
3248,3.24046
3249,5.04925
3250,3.48151
3253,8.35627
3254,3.29126
3257,4.46956
3259,8.17853
3260,2.32018
3261,1.90719
3262,3.38019
3268,3.42531
3270,4.25069
3271,3.84716
3272,3.56929
3275,3.67344
3277,3.89334
3278,3.28844
3279,4.164
3283,3.65277
3285,5.26411
3286,5.52209
3288,3.79556
3298,4.85691
3299,0.993199
3301,5.59867
3303,4.16986
3304,3.8368
3305,3.11099
3306,5.02308
3308,2.62029
3311,4.29432
3313,3.53994
3315,3.49453
3316,6.0724
3318,2.87647
3321,2.79423
3326,5.99305
3328,4.40857
3333,4.58261
3336,2.8553
3338,2.62773
3340,6.91514
3341,2.28971
3342,4.04093
3344,3.53397
3347,5.88599
3348,3.9005
3349,3.87754
3350,3.44867
3351,2.49446
3353,3.93967
3354,3.30566
3355,4.0442
3356,4.37779
3357,2.7451
3358,3.97802
3359,4.21876
3361,2.86972
3362,3.65483
3363,3.35644
3364,4.6544
3365,3.47939
3367,3.63008
3369,4.08337
3370,2.92983
3371,4.03363
3372,7.77336
3373,3.69364
3375,3.24369
3376,3.98508
3377,4.2744
3378,4.06538
3380,4.05971
3381,3.37327
3387,4.17856
3391,2.89542
3392,3.33955
3393,3.44996
3394,4.26773
3396,3.87453
3403,3.35779
3405,3.8461
3410,6.90233
3411,3.66894
3416,4.73444
3417,4.42681
3422,2.83642
3424,3.95776
3425,3.75967
3426,2.8591
3429,4.28622
3430,4.17341
3431,4.67901
3432,5.52869
3434,3.52818
3436,3.18589
3437,1.24878
3438,5.23139
3442,4.51621
3454,3.90166
3457,4.26799
3459,3.50286
3461,5.15561
3464,4.31692
3465,4.01689
3467,1.94558
3471,3.99334
3476,3.96927
3478,2.75713
3482,4.1541
3485,3.62785
3494,5.02683
3495,2.69237
3496,4.9582
3501,3.6155
3502,2.59076
3506,3.67009
3507,7.57082
3508,3.60576
3510,4.65684
3515,3.85435
3516,3.27686
3518,6.24855
3519,4.45773
3520,4.90608
3523,3.11932
3524,4.77515
3525,2.49133
3529,5.01239
3530,2.5575
3535,3.99315
3541,3.4116
3542,3.82275
3544,5.13755
3546,4.62182
3547,5.10265
3552,5.03402
3558,4.36994
3560,3.75894
3568,2.36186
3569,4.96762
3573,4.24834
3574,4.68543
3575,0.980879
3577,4.15684
3579,4.55009
3580,3.56132
3583,4.73545
3584,4.25442
3586,3.8663
3588,4.71598
3590,4.48325
3594,4.13218
3595,5.04633
3596,3.96322
3598,7.59543
3599,2.81446
3600,3.59473
3602,3.66942
3603,3.32437
3604,5.09926
3605,3.12152
3607,3.50465
3608,2.74837
3610,4.02588
3612,3.77887
3613,3.80532
3614,3.17784
3615,4.98425
3620,4.5483
3622,4.05493
3624,4.91847
